,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,year_released,age,decades,day,month,markup,profitmargin,netprofit,genres,randomgenre
1184,85,2013-02-14,Beautiful Creatures,50000000,19452138,60282876,2013,7,0,Thursday,2,0.20565752,0.17057706404054113,10282876,"['Drama', 'Fantasy', 'Romance']",Romance
1189,90,1995-11-03,Fair Game,50000000,11497497,26097497,1995,25,2,Friday,11,-0.47805006,-0.9158925470898608,-23902503,"['Drama', 'Thriller']",Thriller
1190,91,2011-02-25,Drive Angry,50000000,10721033,41042583,2011,9,0,Friday,2,-0.17914834,-0.2182469119938187,-8957417,"['Action', 'Crime', 'Fantasy', 'Thriller']",Action
1197,98,2018-02-16,Early Man,50000000,8267544,45285890,2018,2,0,Friday,2,-0.0942822,-0.10409666233787168,-4714110,"['Adventure', 'Animation', 'Comedy', 'Family']",Animation
1201,2,2015-04-17,Child 44,50000000,1224330,8004221,2015,5,0,Friday,4,-0.83991558,-5.246704082758335,-41995779,"['Crime', 'Thriller']",Thriller
1203,4,2013-03-15,Upside Down,50000000,102118,26387039,2013,7,0,Friday,3,-0.47225922,-0.8948696744640428,-23612961,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",Science Fiction
1204,5,2015-10-02,Shanghai,50000000,46425,15505922,2015,5,0,Friday,10,-0.68988156,-2.2245744561335985,-34494078,"['Drama', 'Mystery', 'Romance']",Drama
1209,10,2001-11-02,The One,49000000,43905746,72689126,2001,19,1,Friday,11,0.4834515510204082,0.3258964208759368,23689126,"['Comedy', 'Drama', 'Romance']",Comedy
1210,11,2015-03-06,Chappie,49000000,31569268,105002056,2015,5,0,Friday,3,1.1428991020408164,0.5333424709321882,56002056,"['Action', 'Crime', 'Science Fiction']",Crime
1212,13,2012-11-16,Anna Karenina,49000000,12816367,71004627,2012,8,0,Friday,11,0.4490740204081632,0.30990412779719273,22004627,"['Drama', 'Romance']",Romance
1217,18,2015-01-09,Taken 3,48000000,89256424,327656424,2015,5,0,Friday,1,5.8261755,0.8535050849483726,279656424,"['Action', 'Thriller']",Action
1219,20,2018-11-16,Instant Family,48000000,67363237,119736188,2018,2,0,Friday,11,1.4945039166666667,0.5991186891635468,71736188,"['Comedy', 'Drama']",Comedy
1222,23,2010-01-22,Tooth Fairy,48000000,60022256,112610386,2010,10,1,Friday,1,1.3460497083333334,0.5737515720796836,64610386,"['Comedy', 'Family', 'Fantasy']",Family
1231,32,2016-07-13,The Infiltrator,47500000,15436808,20718104,2016,4,0,Wednesday,7,-0.5638293894736842,-1.292680836045615,-26781896,"['Crime', 'Drama', 'Thriller']",Crime
1233,34,2016-11-11,Arrival,47000000,100546139,203127894,2016,4,0,Friday,11,3.321870085106384,0.7686186811940264,156127894,"['Drama', 'Mystery', 'Science Fiction']",Drama
1239,40,2010-06-18,Jonah Hex,47000000,10547117,11022696,2010,10,1,Friday,6,-0.7654745531914894,-3.2639296230250747,-35977304,"['Action', 'Drama', 'Fantasy', 'Thriller', 'Western']",Fantasy
1241,42,2016-12-23,Silence,46500000,7100177,23726626,2016,4,0,Friday,12,-0.4897499784946237,-0.9598235332743896,-22773374,"['Drama', 'History']",Drama
1242,43,2013-11-01,Mr. Nobody,46500000,3622,22254,2013,7,0,Friday,11,-0.9995214193548388,-2088.5119978430844,-46477746,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",Science Fiction
1243,44,1997-06-20,My Best Friend's Wedding,46000000,126813153,298923419,1997,23,2,Friday,6,5.4983351956521735,0.8461144324058464,252923419,"['Comedy', 'Romance']",Comedy
1247,48,2013-09-20,Prisoners,46000000,61002302,113402302,2013,7,0,Friday,9,1.4652674347826091,0.5943644953521314,67402302,"['Crime', 'Drama', 'Thriller']",Thriller
1253,54,2012-10-05,Taken 2,45000000,139854287,377807404,2012,8,0,Friday,10,7.395720088888887,0.8808916936948118,332807404,"['Action', 'Crime', 'Thriller']",Crime
1257,58,2017-12-22,Pitch Perfect 3,45000000,104897530,185736412,2017,3,0,Friday,12,3.1274758222222223,0.7577211731644735,140736412,"['Comedy', 'Music']",Comedy
1263,64,2011-11-23,The Muppets,45000000,88625922,160971922,2011,9,0,Wednesday,11,2.5771538222222223,0.7204481412603124,115971922,"['Comedy', 'Family', 'Music']",Music
1267,68,2016-10-07,The Girl on the Train,45000000,75395035,174278214,2016,4,0,Friday,10,2.8728492,0.7417921668625775,129278214,['Thriller'],Thriller
1270,71,1998-08-21,Blade,45000000,70141876,131237688,1998,22,2,Friday,8,1.9163930666666664,0.6571106921664149,86237688,"['Action', 'Horror']",Action
1272,73,2010-03-19,The Bounty Hunter,45000000,67061228,135808837,2010,10,1,Friday,3,2.0179741555555557,0.6686519007595949,90808837,"['Action', 'Comedy', 'Drama']",Action
1279,80,1994-10-07,The Specialist,45000000,57362581,57362581,1994,26,2,Friday,10,0.2747240222222222,0.2155164705716432,12362581,"['Action', 'Drama']",Drama
1280,81,2016-12-09,Office Christmas Party,45000000,54767494,91323299,2016,4,0,Friday,12,1.0294066444444443,0.5072451335775771,46323299,['Comedy'],Comedy
1287,88,2012-07-06,Savages,45000000,47323100,82513490,2012,8,0,Friday,7,0.8336331111111112,0.4546346300465536,37513490,"['Crime', 'Drama', 'Thriller']",Thriller
1289,90,2014-05-23,Blended,45000000,46290741,127990741,2014,6,0,Friday,5,1.8442386888888889,0.6484120675572931,82990741,['Comedy'],Comedy
1290,91,2017-06-16,All Eyez on Me,45000000,44922302,54876855,2017,3,0,Friday,6,0.21948566666666666,0.17998216187862806,9876855,"['Drama', 'Music']",Drama
1302,3,1994-11-04,Frankenstein,45000000,22006296,112006296,1994,26,2,Friday,11,1.4890288,0.5982368705416345,67006296,"['Horror', 'Thriller']",Horror
1306,7,2001-01-19,The Pledge,45000000,19719930,29406132,2001,19,1,Friday,1,-0.3465304,-0.5302930694863235,-15593868,['Drama'],Drama
1309,10,2005-07-01,Rebound,45000000,16809014,17492014,2005,15,1,Friday,7,-0.6112885777777778,-1.5726025602312004,-27507986,"['Horror', 'Thriller']",Thriller
1310,11,2010-02-19,The Ghost Writer,45000000,15541549,65532491,2010,10,1,Friday,2,0.4562775777777778,0.3133177250960901,20532491,"['Mystery', 'Thriller']",Mystery
1314,15,2012-09-21,Dredd,45000000,13414714,41467606,2012,8,0,Friday,9,-0.07849764444444443,-0.08518442082236433,-3532394,"['Action', 'Science Fiction']",Science Fiction
1315,16,2011-10-28,The Rum Diary,45000000,13109815,21544732,2011,9,0,Friday,10,-0.5212281777777777,-1.0886776405480467,-23455268,"['Comedy', 'Drama']",Drama
1317,18,2018-12-21,Welcome to Marwen,45000000,10763520,12874922,2018,2,0,Friday,12,-0.7138906222222222,-2.495166805670745,-32125078,"['Comedy', 'Drama', 'Fantasy']",Comedy
1318,19,2011-10-21,Johnny English Reborn,45000000,8406711,164640401,2011,9,0,Friday,10,2.6586755777777777,0.7266770505497008,119640401,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Comedy
1325,26,2012-12-31,Foodfight!,45000000,0,73706,2012,8,0,Monday,12,-0.9983620888888888,-609.533742164817,-44926294,"['Action', 'Animation', 'Comedy', 'Family']",Comedy
1326,27,2012-10-12,Argo,44500000,136025503,227140757,2012,8,0,Friday,10,4.104286674157303,0.8040862389130806,182640757,"['Drama', 'Thriller']",Thriller
1330,31,2010-07-30,Charlie St. Cloud,44000000,31206263,48478084,2010,10,1,Friday,7,0.10177463636363636,0.09237337020167713,4478084,"['Drama', 'Romance']",Drama
1332,33,2014-02-06,The Interview,44000000,6105175,12342632,2014,6,0,Thursday,2,-0.7194856363636364,-2.5648798408637643,-31657368,"['Action', 'Comedy']",Comedy
1334,35,2013-06-28,The Heat,43000000,159581587,229727774,2013,7,0,Friday,6,4.342506372093023,0.8128219359318739,186727774,"['Action', 'Comedy', 'Crime']",Action
1340,41,2017-01-06,A Monster Calls,43000000,3740823,46414530,2017,3,0,Friday,1,0.07940767441860465,0.07356597169033059,3414530,"['Drama', 'Fantasy']",Drama
1341,42,2011-01-28,The Mechanic,42500000,29121498,76347393,2011,9,0,Friday,1,0.7964092470588235,0.4433339721239729,33847393,"['Action', 'Crime', 'Thriller']",Thriller
1343,44,2012-03-16,21 Jump Street,42000000,138447667,202812429,2012,8,0,Friday,3,3.828867357142857,0.7929121000764702,160812429,"['Action', 'Comedy', 'Crime']",Comedy
1350,51,2017-05-12,Snatched,42000000,45852178,57852177,2017,3,0,Friday,5,0.3774327857142857,0.2740117627725574,15852177,['Comedy'],Comedy
1351,52,2012-10-12,Here Comes the Boom,42000000,45290318,73239258,2012,8,0,Friday,10,0.7437918571428571,0.4265370629505831,31239258,"['Action', 'Comedy']",Comedy
1354,55,2011-03-11,Red Riding Hood,42000000,37662162,91678442,2011,9,0,Friday,3,1.1828200476190476,0.5418770314617694,49678442,"['Fantasy', 'Horror', 'Thriller']",Fantasy
1357,58,2018-12-25,Holmes & Watson,42000000,30568743,41926605,2018,2,0,Tuesday,12,-0.0017475,-0.0017505591020307988,-73395,"['Adventure', 'Comedy', 'Crime', 'Mystery']",Comedy
1358,59,2012-01-27,One for the Money,42000000,26414527,36197221,2012,8,0,Friday,1,-0.13816140476190475,-0.1603100691072389,-5802779,"['Action', 'Comedy', 'Crime']",Comedy
1363,64,2012-01-27,Man on a Ledge,42000000,18620000,49621440,2012,8,0,Friday,1,0.18146285714285715,0.15359167327671264,7621440,"['Action', 'Crime', 'Thriller']",Action
1364,65,2010-12-03,The Warrior's Way,42000000,5666340,8514325,2010,10,1,Friday,12,-0.7972779761904762,-3.9328631453462255,-33485675,"['Action', 'Adventure', 'Fantasy', 'Thriller', 'Western']",Fantasy
1373,74,2011-10-14,The Big Year,41000000,7204138,7684524,2011,9,0,Friday,10,-0.8125725853658536,-4.3353987833208665,-33315476,['Comedy'],Comedy
1376,77,2010-06-11,The Karate Kid,40000000,176591618,351774938,2010,10,1,Friday,6,7.79437345,0.886290932982838,311774938,"['Action', 'Adventure', 'Drama', 'Family']",Drama
1377,78,2015-02-13,Fifty Shades of Grey,40000000,166167230,570998101,2015,5,0,Friday,2,13.274952525,0.9299472276178375,530998101,"['Drama', 'Romance', 'Thriller']",Drama
1379,80,2013-12-13,American Hustle,40000000,150117807,257878294,2013,7,0,Friday,12,5.44695735,0.8448880695635438,217878294,"['Crime', 'Drama']",Drama
1382,83,2014-07-25,Lucy,40000000,126573960,457507776,2014,6,0,Friday,7,10.4376944,0.912569792037808,417507776,"['Action', 'Science Fiction']",Action
1383,84,2013-12-25,Lone Survivor,40000000,125095601,149804632,2013,7,0,Wednesday,12,2.7451158,0.7329855594852367,109804632,"['Action', 'Drama', 'War']",War
1390,91,2010-10-01,The Social Network,40000000,96962694,224922135,2010,10,1,Friday,10,4.623053375,0.8221606779608419,184922135,['Drama'],Drama
1394,95,2016-01-15,Ride Along 2,40000000,90862685,124827316,2016,4,0,Friday,1,2.1206829,0.6795573174063921,84827316,"['Action', 'Comedy']",Comedy
1396,97,2015-03-27,Get Hard,40000000,90411453,106511453,2015,5,0,Friday,3,1.662786325,0.6244535317718368,66511453,['Comedy'],Comedy
1399,100,2016-10-14,The Accountant,40000000,86260045,152962083,2016,4,0,Friday,10,2.824052075,0.7384972849774804,112962083,"['Crime', 'Drama', 'Thriller']",Drama
1400,1,2014-11-14,Dumb and Dumber To,40000000,86208010,156553592,2014,6,0,Friday,11,2.9138398,0.744496440554363,116553592,['Comedy'],Comedy
1401,2,2014-04-25,The Other Woman,40000000,83911193,195111193,2014,6,0,Friday,4,3.877779825,0.7949886965223979,155111193,['Drama'],Drama
1405,6,2015-09-25,The Intern,40000000,75764672,197115710,2015,5,0,Friday,9,3.92789275,0.7970735057089057,157115710,['Comedy'],Comedy
1409,10,2015-10-16,Bridge of Spies,40000000,72313754,162498338,2015,5,0,Friday,10,3.06245845,0.7538436362346057,122498338,"['Drama', 'Thriller']",Thriller
1411,12,2009-03-20,"I Love You, Man",40000000,72013010,92302502,2009,11,1,Friday,3,1.30756255,0.5666422996854408,52302502,['Comedy'],Comedy
1416,17,2016-11-04,Hacksaw Ridge,40000000,67209615,168904682,2016,4,0,Friday,11,3.22261705,0.7631800402075296,128904682,"['Drama', 'History', 'War']",History
1420,21,2011-02-18,Unknown,40000000,63686397,136123083,2011,9,0,Friday,2,2.403077075,0.7061482952160288,96123083,"['Action', 'Mystery', 'Thriller']",Thriller
1421,22,2010-06-04,Get Him to the Greek,40000000,61153526,91455875,2010,10,1,Friday,6,1.286396875,0.5626306128501859,51455875,['Comedy'],Comedy
1423,24,2001-11-30,Behind Enemy Lines,40000000,58855732,58855732,2001,19,1,Friday,11,0.4713933,0.32037205823894943,18855732,"['Action', 'Drama', 'Thriller', 'War']",Drama
1424,25,2011-03-18,The Lincoln Lawyer,40000000,58009200,87145086,2011,9,0,Friday,3,1.17862715,0.5409953465419726,47145086,"['Crime', 'Drama', 'Thriller']",Drama
1429,30,1997-07-31,Spawn,40000000,54979992,87949859,1997,23,2,Thursday,7,1.198746475,0.5451954050318603,47949859,['Horror'],Horror
1430,31,2014-11-26,Horrible Bosses 2,40000000,54445357,105945357,2014,6,0,Wednesday,11,1.648633925,0.6224468808010152,65945357,['Comedy'],Comedy
1434,35,2010-07-09,Predators,40000000,52000688,127234389,2010,10,1,Friday,7,2.180859725,0.6856195851264708,87234389,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Science Fiction
1435,36,2012-08-15,The Odd Life of Timothy Green,40000000,51853450,55249159,2012,8,0,Wednesday,8,0.381228975,0.27600707913038103,15249159,"['Comedy', 'Drama', 'Family', 'Fantasy']",Fantasy
1442,43,2014-06-20,Jersey Boys,40000000,47047013,65282732,2014,6,0,Friday,6,0.6320683000000001,0.3872805445703467,25282732,"['Drama', 'Music']",Drama
1448,49,2011-08-12,Final Destination 5,40000000,42587643,155011165,2011,9,0,Friday,8,2.875279125,0.7419540715018819,115011165,"['Horror', 'Mystery']",Mystery
1449,50,2018-11-16,Widows,40000000,42402632,73866088,2018,2,0,Friday,11,0.8466521999999999,0.4584795122763236,33866088,"['Crime', 'Thriller']",Crime
1453,54,2014-07-18,Sex Tape,40000000,38543473,126069509,2014,6,0,Friday,7,2.151737725,0.6827147157366973,86069509,['Comedy'],Comedy
1454,55,2011-04-15,Scream 4,40000000,38180928,95989590,2011,9,0,Friday,4,1.39973975,0.5832881461416806,55989590,"['Horror', 'Mystery']",Mystery
1457,58,2011-03-18,Paul,40000000,37412945,101162106,2011,9,0,Friday,3,1.52905265,0.6045950249394768,61162106,"['Adventure', 'Comedy', 'Science Fiction']",Adventure
1458,59,2012-12-19,The Guilt Trip,40000000,37134215,41294674,2012,8,0,Wednesday,12,0.03236685,0.031352081868959665,1294674,['Comedy'],Comedy
1459,60,2011-08-26,Colombiana,40000000,36665854,72295262,2011,9,0,Friday,8,0.80738155,0.4467133959622416,32295262,"['Action', 'Crime', 'Drama', 'Thriller']",Thriller
1461,62,2018-01-12,The Commuter,40000000,36343858,101985431,2018,2,0,Friday,1,1.549635775,0.6077871161813299,61985431,"['Action', 'Thriller']",Thriller
1466,67,2011-04-08,Arthur,40000000,33035397,47787943,2011,9,0,Friday,4,0.194698575,0.16296878482507607,7787943,"['Comedy', 'Romance']",Comedy
1468,69,2016-12-21,Patriots Day,40000000,31886361,52837989,2016,4,0,Wednesday,12,0.320949725,0.2429689176853419,12837989,"['Action', 'Crime', 'Drama', 'History', 'Thriller']",Crime
1472,73,2010-11-10,Morning Glory,40000000,31011732,59795070,2010,10,1,Wednesday,11,0.49487675,0.3310485295861348,19795070,"['Comedy', 'Drama', 'Romance']",Comedy
1474,75,2019-05-03,Long Shot,40000000,30202860,43711031,2019,1,0,Friday,5,0.092775775,0.08489918711823567,3711031,['Documentary'],Documentary
1476,77,2013-12-25,Grudge Match,40000000,29807260,69807260,2013,7,0,Wednesday,12,0.7451814999999999,0.4269936966441599,29807260,['Comedy'],Comedy
1480,81,2017-08-11,The Nut Job 2: Nutty by Nature,40000000,28370522,57438389,2017,3,0,Friday,8,0.435959725,0.303601638270182,17438389,"['Adventure', 'Animation', 'Comedy', 'Family']",Family
1483,84,2017-01-27,Resident Evil: The Final Chapter,40000000,26844692,314101190,2017,3,0,Friday,1,6.85252975,0.8726525041181793,274101190,"['Action', 'Horror', 'Science Fiction']",Action
1485,86,2017-06-30,The House,40000000,25584504,31192425,2017,3,0,Friday,6,-0.220189375,-0.28236262490011604,-8807575,['Comedy'],Comedy
1488,89,2011-01-07,Season of the Witch,40000000,24827228,91126600,2011,9,0,Friday,1,1.278165,0.5610502312167907,51126600,"['Action', 'Adventure', 'Fantasy']",Adventure
1493,94,2016-08-26,Mechanic: Resurrection,40000000,21218403,109738840,2016,4,0,Friday,8,1.743471,0.63549824291928,69738840,"['Action', 'Crime', 'Thriller']",Crime
1498,99,2012-02-03,Big Miracle,40000000,20157300,25268680,2012,8,0,Friday,2,-0.368283,-0.5829873186885899,-14731320,"['Adventure', 'Drama', 'Romance']",Romance
1499,100,2012-12-21,The Impossible,40000000,19019882,169590606,2012,8,0,Friday,12,3.23976515,0.7641378791936152,129590606,"['Drama', 'Thriller']",Drama
1500,1,2012-03-09,A Thousand Words,40000000,18450127,20790486,2012,8,0,Friday,3,-0.48023785,-0.9239569483849488,-19209514,"['Comedy', 'Drama']",Drama
1514,15,2015-03-20,The Gunman,40000000,10664749,18594227,2015,5,0,Friday,3,-0.535144325,-1.1512053176504728,-21405773,"['Action', 'Crime', 'Drama']",Drama
1521,22,2018-03-09,The Hurricane Heist,40000000,6115824,30963684,2018,2,0,Friday,3,-0.2259079,-0.29183594561939075,-9036316,"['Action', 'Crime', 'Thriller']",Crime
1523,24,2015-11-25,Victor Frankenstein,40000000,5775076,31124367,2015,5,0,Wednesday,11,-0.221890825,-0.2851666991331904,-8875633,"['Drama', 'Science Fiction', 'Thriller']",Drama
1526,27,2014-06-27,Snowpiercer,40000000,4563029,88069880,2014,6,0,Friday,6,1.201747,0.5458152094677544,48069880,"['Action', 'Drama', 'Science Fiction']",Science Fiction
1539,40,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,1663785,2016,4,0,Friday,11,-0.958405375,-23.0415678708487,-38336215,"['Action', 'War']",War
1547,48,2012-10-05,Frankenweenie,39000000,35287788,81150788,2012,8,0,Friday,10,1.080789435897436,0.5194131694691615,42150788,"['Animation', 'Comedy', 'Family']",Comedy
1553,54,2001-06-22,The Fast and the Furious,38000000,144512310,206512310,2001,19,1,Friday,6,4.43453447368421,0.8159915987574784,168512310,"['Action', 'Crime', 'Thriller']",Action
1558,59,2017-06-02,Captain Underpants: The First Epic Movie,38000000,73921000,126577874,2017,3,0,Friday,6,2.3309966842105263,0.6997895540574492,88577874,"['Action', 'Animation', 'Comedy', 'Family']",Animation
1559,60,2015-04-17,Paul Blart: Mall Cop 2,38000000,71091594,107650646,2015,5,0,Friday,4,1.8329117368421053,0.6470062985037729,69650646,"['Action', 'Comedy', 'Family']",Family
1561,62,2016-12-23,Why Him?,38000000,60323786,117425156,2016,4,0,Friday,12,2.0901356842105265,0.6763896145047489,79425156,['Comedy'],Comedy
1562,63,2011-04-22,Water for Elephants,38000000,58709717,116809717,2011,9,0,Friday,4,2.0739399210526317,0.6746845983712125,78809717,"['Drama', 'Romance']",Romance
1565,66,2013-09-06,Riddick,38000000,42025135,94763758,2013,7,0,Friday,9,1.4937831052631578,0.5990028170896304,56763758,"['Action', 'Science Fiction', 'Thriller']",Action
1567,68,2002-05-24,Enough,38000000,39177215,50970660,2002,18,1,Friday,5,0.34133315789473684,0.2544730635232112,12970660,"['Animation', 'Comedy']",Animation
1568,69,2016-01-22,The 5th Wave,38000000,34912982,111336398,2016,4,0,Friday,1,1.929905210526316,0.6586920298966381,73336398,"['Adventure', 'Science Fiction']",Adventure
1570,71,2013-09-20,Rush,38000000,26947624,98230839,2013,7,0,Friday,9,1.5850220789473684,0.6131561087450348,60230839,"['Action', 'Drama']",Action
1574,75,2017-10-20,Only the Brave,38000000,18340051,24555177,2017,3,0,Friday,10,-0.3538111315789474,-0.547535169467522,-13444823,['Drama'],Drama
1576,77,2011-10-14,The Thing,38000000,16999934,27573078,2011,9,0,Friday,10,-0.2743926842105263,-0.3781558953991281,-10426922,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",Thriller
1581,82,2018-09-21,The Sisters Brothers,38000000,3143056,13143056,2018,2,0,Friday,9,-0.6541301052631578,-1.891260601796112,-24856944,"['Comedy', 'Drama', 'Western']",Drama
1584,85,2019-01-11,The Upside,37500000,108235497,119024536,2019,1,0,Friday,1,2.1739876266666665,0.6849389104108753,81524536,"['Comedy', 'Drama']",Drama
1585,86,2012-05-18,What to Expect When You're Expecting,37500000,41152203,88473016,2012,8,0,Friday,5,1.3592804266666667,0.5761419504450939,50973016,"['Comedy', 'Drama', 'Romance']",Comedy
